ID,adj.P.Val,logFC,GI,Gene.symbol,Gene.title
ILMN_1726041,4.46e-04,-0.24523169,NA,,
ILMN_3251404,4.46e-04,0.79100575,304571971,NUCKS1,nuclear casein kinase and cyclin dependent kinase substrate 1
ILMN_1733627,4.47e-04,-0.16894786,345478679,NEDD4L,neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase
ILMN_1780397,4.47e-04,0.43684228,567757592,TRAF3IP3,TRAF3 interacting protein 3
ILMN_1683234,4.47e-04,0.21061598,109715821,DNAJC1,DnaJ heat shock protein family (Hsp40) member C1
ILMN_1678238,4.47e-04,0.93646371,808154168,ZNF683,zinc finger protein 683
ILMN_1792435,4.48e-04,-0.1734347,62243695,STAG1,stromal antigen 1
ILMN_1713086,4.48e-04,-0.16324429,157688562,RPL27A,ribosomal protein L27a
ILMN_1761981,4.48e-04,0.38082073,574286783,FAM96A,family with sequence similarity 96 member A
ILMN_1797735,4.48e-04,-0.33332318,58761542,C1orf21,chromosome 1 open reading frame 21
ILMN_1680347,4.49e-04,-0.31535031,299782606,ZNF317,zinc finger protein 317
ILMN_1773002,4.52e-04,0.14797103,NA,,
ILMN_1677452,4.52e-04,0.26727226,525345308,REXO4,REX4 homolog, 3'-5' exonuclease
ILMN_1695276,4.53e-04,-0.30800716,374081439,MAPRE2,microtubule associated protein RP/EB family member 2
ILMN_1799467,4.53e-04,0.78429304,745399079,SAMD9L,sterile alpha motif domain containing 9 like
ILMN_1793743,4.53e-04,-0.3250471,182636719,DIRC2,disrupted in renal carcinoma 2
ILMN_1735737,4.54e-04,-0.22863739,109255240,SLC11A1,solute carrier family 11 member 1
ILMN_2244009,4.54e-04,0.25049465,149274623,LBH,limb bud and heart development
ILMN_1728605,4.54e-04,-0.35914588,49640008,TTC3,tetratricopeptide repeat domain 3
ILMN_1692260,4.54e-04,-0.38010436,338753369,MAFG,MAF bZIP transcription factor G
ILMN_2409754,4.54e-04,0.3502851,66346657,PRR5,proline rich 5
ILMN_1702065,4.55e-04,0.32747186,283046668,MFSD5,major facilitator superfamily domain containing 5
ILMN_1667204,4.55e-04,0.1702217,NA,,
ILMN_3241332,4.55e-04,0.17937918,NA,,
ILMN_1809311,4.55e-04,-0.27898746,50659075,APOF,apolipoprotein F
ILMN_2193752,4.57e-04,0.17842803,42822879,MBLAC2,metallo-beta-lactamase domain containing 2
ILMN_2362245,4.61e-04,-0.45382609,316983127,HNRNPH2,heterogeneous nuclear ribonucleoprotein H2 (H')
ILMN_1780274,4.61e-04,0.13714183,NA,,
ILMN_1652331,4.62e-04,0.22580996,214831684,KCTD5,potassium channel tetramerization domain containing 5
ILMN_2397627,4.63e-04,0.19008803,304361772,UPF3B,UPF3 regulator of nonsense transcripts homolog B (yeast)
ILMN_3203534,4.63e-04,-0.24866491,NA,,
ILMN_1711919,4.65e-04,-0.26308073,960513927,SCYL2,SCY1 like pseudokinase 2
ILMN_1754018,4.65e-04,-0.14667538,284172515,FRMPD4,FERM and PDZ domain containing 4
ILMN_1701386,4.69e-04,0.24372111,130979227,STRADB,STE20-related kinase adaptor beta
ILMN_1728355,4.70e-04,0.28483886,78000204,PSMD4,proteasome 26S subunit, non-ATPase 4
ILMN_2396410,4.71e-04,-0.34393459,38327624,CS,citrate synthase
ILMN_2062754,4.71e-04,0.26462661,359298505,SRA1,steroid receptor RNA activator 1
ILMN_1675482,4.72e-04,-0.25454666,NA,,
ILMN_1809477,4.73e-04,0.40939662,506326774,CARHSP1,calcium regulated heat stable protein 1
ILMN_1868851,4.73e-04,-0.2656238,19030000,,
ILMN_1776347,4.74e-04,-0.27898522,57863256,TCP1,t-complex 1
ILMN_1693287,4.74e-04,-0.32393331,304766540,POMP,proteasome maturation protein
ILMN_1738383,4.74e-04,-0.26124943,83656775,EEF2,eukaryotic translation elongation factor 2
ILMN_1801118,4.74e-04,0.41190976,164565439,SNRNP25,small nuclear ribonucleoprotein U11/U12 subunit 25
ILMN_1811188,4.76e-04,-0.23292027,169790844,BCCIP,BRCA2 and CDKN1A interacting protein
ILMN_1803045,4.77e-04,-0.25116513,156616296,TUBGCP5,tubulin gamma complex associated protein 5
ILMN_1718932,4.77e-04,-0.26476533,169790955,MTRR,5-methyltetrahydrofolate-homocysteine methyltransferase reductase
ILMN_1716770,4.80e-04,0.1468429,NA,,
ILMN_1739154,4.80e-04,0.18227757,974576773,LSAMP,limbic system-associated membrane protein
ILMN_1738699,4.81e-04,0.20901051,259013555,FXR2,FMR1 autosomal homolog 2
ILMN_2060413,4.82e-04,0.75431964,619329004,CD24,CD24 molecule
ILMN_1799815,4.82e-04,0.32071745,570359602,XYLT2,xylosyltransferase 2
ILMN_1677228,4.82e-04,0.24084039,296317247,TMLHE,trimethyllysine hydroxylase, epsilon
ILMN_1751164,4.82e-04,0.39630618,71040097,ARHGAP30,Rho GTPase activating protein 30
ILMN_1765060,4.83e-04,-0.27023287,195222728,FBXO34,F-box protein 34
ILMN_1660824,4.84e-04,-0.211415,NA,,
ILMN_1705266,4.85e-04,-0.26407416,223468675,RELA,RELA proto-oncogene, NF-kB subunit
ILMN_1798557,4.85e-04,-0.7543101,NA,,
ILMN_2085922,4.85e-04,0.25416004,226246628,WRB,tryptophan rich basic protein
ILMN_1657509,4.85e-04,-0.43913777,108389175,TSEN54,tRNA splicing endonuclease subunit 54
ILMN_1768449,4.85e-04,0.44803483,194018536,PRPSAP1,phosphoribosyl pyrophosphate synthetase associated protein 1
ILMN_1758090,4.86e-04,0.19036813,169790846,BCCIP,BRCA2 and CDKN1A interacting protein
ILMN_2384216,4.87e-04,-0.21321366,NA,,
ILMN_1682812,4.87e-04,0.29382663,999809124,C21orf33,chromosome 21 open reading frame 33
ILMN_1738047,4.88e-04,0.49060886,256773223,FAM170B,family with sequence similarity 170 member B
ILMN_2038774,4.89e-04,-0.17022107,83367078,EEF1A1,eukaryotic translation elongation factor 1 alpha 1
ILMN_1658283,4.90e-04,-0.18357799,313569766,RPL17,ribosomal protein L17
ILMN_2111294,4.91e-04,-0.1380648,756398313,NUDT10,nudix hydrolase 10
ILMN_2221507,4.93e-04,0.2485314,913402860,F2R,coagulation factor II thrombin receptor
ILMN_1679700,4.93e-04,0.25443916,NA,,
ILMN_1732767,4.93e-04,-0.229446,574956962,PSMD9,proteasome 26S subunit, non-ATPase 9
ILMN_1743755,4.95e-04,-0.26057653,NA,,
ILMN_1741475,4.96e-04,-0.30282135,142376057,PPP1R35,protein phosphatase 1 regulatory subunit 35
ILMN_1731275,4.96e-04,-0.17531597,193211607,DPEP3,dipeptidase 3
ILMN_2113074,4.96e-04,-0.2433625,557878692,UFM1,ubiquitin fold modifier 1
ILMN_1756779,4.96e-04,-0.2695027,115527063,CLTC,clathrin heavy chain
ILMN_3263062,4.97e-04,-0.29080536,223029495,FAM215A,family with sequence similarity 215 member A (non-protein coding)
ILMN_1652790,4.97e-04,-0.36812929,241666390,CLK1,CDC like kinase 1
ILMN_2403946,4.97e-04,0.33177467,110349753,FEZ2,fasciculation and elongation protein zeta 2
ILMN_1699859,4.98e-04,0.23320124,170650722,GNPAT,glyceronephosphate O-acyltransferase
ILMN_1752409,4.98e-04,-0.23391699,116805347,TNRC6A,trinucleotide repeat containing 6A
ILMN_1677162,4.99e-04,-0.41809073,665821300,SRSF10,serine and arginine rich splicing factor 10
ILMN_1733421,4.99e-04,-0.48081562,544063396,PRKCQ,protein kinase C theta
ILMN_1743711,5.00e-04,-0.25030505,NA,,
ILMN_2365569,5.00e-04,0.18597575,451327627,ICA1,islet cell autoantigen 1
ILMN_1804798,5.01e-04,-0.27565426,NA,,
ILMN_1761312,5.02e-04,0.17720072,47080098,CRHBP,corticotropin releasing hormone binding protein
ILMN_1708101,5.02e-04,0.18191962,388240800,LMNB2,lamin B2
ILMN_3305304,5.03e-04,0.24472888,379030607,POLD2,DAN polymerase delta 2, accessory subunit
ILMN_1656554,5.04e-04,-0.20274901,284005442,OR4M2,olfactory receptor family 4 subfamily M member 2
ILMN_3207738,5.04e-04,-0.40925866,NA,,
ILMN_2290118,5.04e-04,0.66335337,304434525,MEGF9,multiple EGF like domains 9
ILMN_3289655,5.04e-04,-0.21026861,NA,,
ILMN_1714108,5.06e-04,-0.45025884,209180467,TP53INP1,tumor protein p53 inducible nuclear protein 1
ILMN_1787750,5.07e-04,0.17017259,974005375,CD200,CD200 molecule
ILMN_1652024,5.08e-04,-0.250718,396578103,CSNK1G3,casein kinase 1 gamma 3
ILMN_1754547,5.10e-04,-0.29734197,544346292,R3HDM1,R3H domain containing 1
ILMN_1774083,5.10e-04,-0.22927986,38679910,TRIAP1,TP53 regulated inhibitor of apoptosis 1
ILMN_2319766,5.10e-04,0.17295228,109240551,RUFY2,RUN and FYVE domain containing 2
ILMN_1691535,5.10e-04,-0.20508814,121114301,CUL4B,cullin 4B
ILMN_1770085,5.10e-04,-0.65275095,28872718,BTG2,BTG anti-proliferation factor 2
ILMN_3261292,5.10e-04,-0.20505787,NA,,
ILMN_1912611,5.11e-04,-0.14456075,34528594,FLJ41130,uncharacterized LOC401113
ILMN_1688413,5.11e-04,-0.22436506,18860912,SNW1,SNW domain containing 1
ILMN_1726980,5.11e-04,0.14372761,809281436,CYP4A22,cytochrome P450 family 4 subfamily A member 22
ILMN_3305751,5.11e-04,-0.16845583,NA,,
ILMN_1815758,5.14e-04,-0.27944749,270265867,GAB2,GRB2 associated binding protein 2
ILMN_1812250,5.14e-04,-0.52324631,NA,,
ILMN_1689371,5.14e-04,0.36546481,55774983,GIMAP2,GTPase, IMAP family member 2
ILMN_1680016,5.14e-04,-0.23259759,218083972,SLCO1A2,solute carrier organic anion transporter family member 1A2
ILMN_1764794,5.14e-04,0.33130477,315139001,PSMB2,proteasome subunit beta 2
ILMN_2111229,5.15e-04,-0.50456302,387912545,TSPOAP1,TSPO associated protein 1
ILMN_1660364,5.16e-04,0.29931334,966707551,CYTH4,cytohesin 4
ILMN_1900982,5.18e-04,0.1891189,23663292,,
ILMN_2130838,5.20e-04,0.23735079,156415993,UTP11,UTP11, small subunit processome component homolog (S. cerevisiae)
ILMN_2330371,5.21e-04,0.25151448,226061590,TATDN3,TatD DNase domain containing 3
ILMN_1657478,5.22e-04,0.24423801,257900507,MAGEL2,MAGE family member L2
ILMN_1715931,5.22e-04,-0.27795435,52426767,ISCA1,iron-sulfur cluster assembly 1
ILMN_1677785,5.22e-04,0.30778324,320202972,ZNF559,zinc finger protein 559
ILMN_3309544,5.22e-04,-0.6181467,262206141,MIR877,microRNA 877
ILMN_1912197,5.24e-04,0.18373971,NA,,
ILMN_1777040,5.24e-04,0.18277463,196115078,GOLGA8IP,golgin A8 family member I, pseudogene
ILMN_1850711,5.25e-04,-0.1793227,7457964,,
ILMN_1790230,5.25e-04,0.22797242,224586801,ZNF181,zinc finger protein 181
ILMN_1692107,5.25e-04,0.15868881,665505994,KMT5B,lysine methyltransferase 5B
ILMN_1732491,5.25e-04,-0.12940217,NA,,
ILMN_1656589,5.25e-04,0.16117384,NA,,
ILMN_1693323,5.26e-04,0.17555317,566006157,SMIM8,small integral membrane protein 8
ILMN_1664574,5.26e-04,-0.22658652,NA,,
ILMN_3242993,5.26e-04,0.21870391,130492453,ZFR2,zinc finger RNA binding protein 2
ILMN_2061565,5.27e-04,-0.44850704,732170469,PLCH2,phospholipase C eta 2
ILMN_1723035,5.27e-04,-0.34083717,119392084,OLR1,oxidized low density lipoprotein receptor 1
ILMN_1780546,5.30e-04,-0.70826098,982742415,OSM,oncostatin M
ILMN_1774800,5.30e-04,0.27906756,209977062,POGLUT1,protein O-glucosyltransferase 1
ILMN_3212051,5.32e-04,0.21155523,NA,,
ILMN_1677376,5.32e-04,-0.42979617,334358884,CHD7,chromodomain helicase DNA binding protein 7
ILMN_2322498,5.32e-04,-0.45337752,213385297,RORA,RAR related orphan receptor A
ILMN_1756445,5.32e-04,-0.25574729,313851051,PMF1,polyamine-modulated factor 1
ILMN_1678678,5.32e-04,0.27759274,256219591,SLC37A4,solute carrier family 37 member 4
ILMN_1779751,5.32e-04,0.25588382,396941675,FMC1,formation of mitochondrial complex V assembly factor 1 homolog
ILMN_3238623,5.34e-04,0.28745908,657188851,LYRM7,LYR motif containing 7
ILMN_1704431,5.35e-04,0.26650072,NA,,
ILMN_1741780,5.35e-04,0.25123303,75750525,DUSP28,dual specificity phosphatase 28
ILMN_1758790,5.38e-04,-0.13492206,756398318,TSGA13,testis specific 13
ILMN_1770412,5.39e-04,0.25767273,336455093,AHCYL1,adenosylhomocysteinase like 1
ILMN_2380771,5.39e-04,0.30546938,320461679,AKR1A1,aldo-keto reductase family 1 member A1
ILMN_1665152,5.40e-04,0.21208343,227430280,FCRL2,Fc receptor like 2
ILMN_1707815,5.42e-04,0.23189882,195539378,SDHAP1,succinate dehydrogenase complex flavoprotein subunit A pseudogene 1
ILMN_3238213,5.43e-04,0.21514515,186700630,KLLN,killin, p53-regulated DNA replication inhibitor
ILMN_2413650,5.44e-04,-0.19961535,115298660,STIL,SCL/TAL1 interrupting locus
ILMN_3243419,5.45e-04,-0.38473912,NA,,
ILMN_3280382,5.46e-04,0.17399531,NA,,
ILMN_2343278,5.48e-04,0.14940121,507144090,PLPP1,phospholipid phosphatase 1
ILMN_1807579,5.48e-04,0.14911931,NA,,
ILMN_1660017,5.48e-04,0.25530242,311078513,PRR5,proline rich 5
ILMN_2072296,5.48e-04,0.32790719,756761811,CKS2,CDC28 protein kinase regulatory subunit 2
ILMN_1743208,5.48e-04,-0.18460576,206597466,NEDD1,neural precursor cell expressed, developmentally down-regulated 1
ILMN_1756862,5.48e-04,0.44651049,240849167,APOL3,apolipoprotein L3
ILMN_1769665,5.50e-04,-0.41244325,354725906,RAB5C,RAB5C, member RAS oncogene family
ILMN_1739734,5.51e-04,-0.17839801,242246984,CLTCL1,clathrin heavy chain like 1
ILMN_2350421,5.52e-04,-0.25150597,122937391,CACTIN,cactin, spliceosome C complex subunit
ILMN_1725170,5.53e-04,-0.98729168,NA,,
ILMN_1699348,5.54e-04,-0.40781051,NA,,
ILMN_1781416,5.55e-04,0.35412825,197313686,FRAT1,frequently rearranged in advanced T-cell lymphomas 1
ILMN_1792389,5.56e-04,0.50545926,57165360,RNF165,ring finger protein 165
ILMN_2148668,5.57e-04,0.42420707,558472840,RCBTB2,RCC1 and BTB domain containing protein 2
ILMN_1732923,5.57e-04,-0.30605612,927928776,SIPA1L2,signal induced proliferation associated 1 like 2
ILMN_2103919,5.58e-04,0.36751318,13375645,LRFN3,leucine rich repeat and fibronectin type III domain containing 3
ILMN_2365465,5.58e-04,0.32426144,118640872,XBP1,X-box binding protein 1
ILMN_1777765,5.59e-04,0.36195908,145275184,C12orf10,chromosome 12 open reading frame 10
ILMN_1712936,5.60e-04,-0.21020337,125661049,PAXBP1,PAX3 and PAX7 binding protein 1
ILMN_1916256,5.61e-04,0.63502681,NA,,
ILMN_3268697,5.61e-04,-0.83743096,NA,,
ILMN_1751289,5.61e-04,0.17379756,NA,,
ILMN_2397750,5.64e-04,-0.35787712,54144638,IVNS1ABP,influenza virus NS1A binding protein
ILMN_1697742,5.65e-04,-0.27194929,197333714,C3orf38,chromosome 3 open reading frame 38
ILMN_3248575,5.65e-04,-0.2360954,91680839,SNORA80E,small nucleolar RNA, H/ACA box 80E
ILMN_2117171,5.66e-04,0.3269772,197382802,LMO4,LIM domain only 4
ILMN_3225505,5.67e-04,-0.17221373,NA,,
ILMN_1709227,5.68e-04,-0.28848052,530232413,CCDC84,coiled-coil domain containing 84
ILMN_1735093,5.68e-04,0.22536373,222136584,TIMELESS,timeless circadian clock
ILMN_1810680,5.71e-04,0.25702008,1002132832,BOLA2,bolA family member 2
ILMN_3250798,5.71e-04,-0.24538637,NA,,
ILMN_1762545,5.71e-04,0.1476849,NA,,
ILMN_1815024,5.72e-04,0.31382875,332309153,PRDX5,peroxiredoxin 5
ILMN_2392143,5.72e-04,-0.18179425,332000007,TRAF6,TNF receptor associated factor 6
ILMN_1736048,5.72e-04,-0.19530072,226054352,ELL,elongation factor for RNA polymerase II
ILMN_3238123,5.73e-04,-0.15737601,966209306,ZNF844,zinc finger protein 844
ILMN_1675946,5.73e-04,0.2361505,NA,,
ILMN_1859007,5.76e-04,-0.5078763,NA,,
ILMN_1882573,5.76e-04,0.18522518,2219346,,
ILMN_1815115,5.76e-04,0.28345932,570359593,CYC1,cytochrome c1
ILMN_1671911,5.79e-04,-0.38347443,115527079,MTA1,metastasis associated 1
ILMN_1815404,5.79e-04,-0.15942201,NA,,
ILMN_3202673,5.80e-04,-0.21947979,NA,,
ILMN_1807095,5.80e-04,0.15783048,71892471,MRPS36,mitochondrial ribosomal protein S36
ILMN_1805481,5.81e-04,-0.30486749,94420682,TRMT11,tRNA methyltransferase 11 homolog
ILMN_2401873,5.82e-04,-0.20925694,NA,,
ILMN_1741005,5.82e-04,0.16060264,197927259,TRMT10A,tRNA methyltransferase 10A
ILMN_3213805,5.83e-04,-0.19469177,NA,,
ILMN_1660635,5.84e-04,0.32388232,208973264,LACTB2,lactamase beta 2
ILMN_1829330,5.86e-04,0.17001236,34364992,,
ILMN_1679725,5.86e-04,0.29787161,166795300,PCYOX1,prenylcysteine oxidase 1
ILMN_1789839,5.87e-04,-0.44931295,194328741,GTF3C1,general transcription factor IIIC subunit 1
ILMN_1791226,5.92e-04,-0.1502962,329112581,NXN,nucleoredoxin
ILMN_2399264,5.92e-04,0.49491721,156071529,SEPT6,septin 6
ILMN_1798123,5.92e-04,0.18943402,373882453,ELOVL1,ELOVL fatty acid elongase 1
ILMN_1713491,5.93e-04,-0.59930309,172072619,VAMP2,vesicle associated membrane protein 2
ILMN_1695110,5.94e-04,0.24729946,258614013,BCAT2,branched chain amino acid transaminase 2
ILMN_1734205,5.96e-04,0.3791918,169403948,RASSF1,Ras association domain family member 1
ILMN_2400297,5.96e-04,0.21109903,205277404,MAPK9,mitogen-activated protein kinase 9
ILMN_1743034,5.97e-04,-0.28409459,189339260,KIF1B,kinesin family member 1B
ILMN_3200921,5.97e-04,-0.25430725,NA,,
ILMN_1680109,5.97e-04,0.50615183,194306557,COL4A3BP,collagen type IV alpha 3 binding protein
ILMN_3225358,5.98e-04,0.34859718,NA,,
ILMN_1675693,5.98e-04,0.1750972,57222564,PPP2CB,protein phosphatase 2 catalytic subunit beta
ILMN_1757343,5.98e-04,-0.22614916,208431834,PABPC4,poly(A) binding protein cytoplasmic 4
ILMN_2191902,5.98e-04,-0.15545972,113204603,ALX3,ALX homeobox 3
ILMN_2385866,5.99e-04,-0.40932488,237757304,PHF1,PHD finger protein 1
ILMN_1737380,6.02e-04,-0.18771842,NA,,
ILMN_2214734,6.02e-04,-0.19758787,147900820,FRRS1,ferric chelate reductase 1
ILMN_1660812,6.02e-04,-0.17394517,117938267,EAPP,E2F associated phosphoprotein
ILMN_1758717,6.03e-04,-0.30071575,1002819319,SUPT6H,SPT6 homolog, histone chaperone
ILMN_1765401,6.03e-04,-0.36867909,666637967,RRN3,RRN3 homolog, RNA polymerase I transcription factor
ILMN_1712386,6.03e-04,0.19843799,45827699,MIS18A,MIS18 kinetochore protein A
ILMN_1790351,6.05e-04,-0.20536614,269315851,ANKRD13D,ankyrin repeat domain 13D
ILMN_1703727,6.07e-04,-0.21039764,NA,,
ILMN_1811574,6.10e-04,-0.56441285,94557294,MAPK8IP3,mitogen-activated protein kinase 8 interacting protein 3
ILMN_1700147,6.10e-04,0.47824476,206597510,VPREB3,pre-B lymphocyte 3
ILMN_1718988,6.11e-04,-0.28820854,211904132,DAZAP2,DAZ associated protein 2
ILMN_1782560,6.11e-04,-0.69315416,332634933,CD86,CD86 molecule
ILMN_1772296,6.12e-04,-0.23319002,NA,,
ILMN_2116127,6.12e-04,-0.2705458,158937235,NPEPPS,aminopeptidase puromycin sensitive
ILMN_1727444,6.13e-04,0.27986061,156523249,PAGR1,PAXIP1 associated glutamate rich protein 1
ILMN_2046003,6.14e-04,-0.28569673,734703955,ZDHHC6,zinc finger DHHC-type containing 6
ILMN_2331163,6.15e-04,0.23882947,57165422,CUL4A,cullin 4A
ILMN_2190414,6.16e-04,-0.38678624,157738650,ZNF83,zinc finger protein 83
ILMN_1848029,6.17e-04,0.17926395,4896554,,
ILMN_2388605,6.17e-04,0.31222856,205361119,ACTR2,ARP2 actin related protein 2 homolog
ILMN_1782688,6.19e-04,0.19803036,153792147,THNSL1,threonine synthase like 1
ILMN_1684714,6.19e-04,0.16175869,NA,,
ILMN_3239803,6.20e-04,-0.34122023,NA,,
ILMN_1669667,6.20e-04,-0.18596106,311771774,PDLIM2,PDZ and LIM domain 2
ILMN_1677061,6.21e-04,-0.16838472,589811539,TPTE,transmembrane phosphatase with tensin homology
ILMN_3182069,6.22e-04,0.29746405,NA,,
ILMN_1771348,6.22e-04,0.24835701,187761338,SDHAF3,succinate dehydrogenase complex assembly factor 3
ILMN_1738796,6.22e-04,-0.2112737,387157901,PITPNC1,phosphatidylinositol transfer protein, cytoplasmic 1
ILMN_1687279,6.22e-04,0.27771082,333033795,DHPS,deoxyhypusine synthase
ILMN_1720422,6.23e-04,-0.36701328,194733761,G3BP2,G3BP stress granule assembly factor 2
ILMN_1664738,6.23e-04,0.18227794,554506494,C11orf54,chromosome 11 open reading frame 54
ILMN_1893948,6.24e-04,-0.15489167,27835946,,
ILMN_2219683,6.26e-04,-0.54639813,611435015,NEU4,neuraminidase 4
ILMN_1678477,6.26e-04,0.17731955,38327628,C9orf85,chromosome 9 open reading frame 85
ILMN_1653129,6.26e-04,-0.190936,75813621,CSTF2,cleavage stimulation factor subunit 2
ILMN_1667686,6.26e-04,0.16517215,984290534,EXOC6,exocyst complex component 6
ILMN_3305993,6.26e-04,0.38552692,NA,,
ILMN_1782704,6.26e-04,0.80037946,296010919,CD19,CD19 molecule
ILMN_1793002,6.29e-04,0.20611504,744066828,C20orf196,chromosome 20 open reading frame 196
ILMN_2101025,6.29e-04,0.29339565,577019574,ZNF75D,zinc finger protein 75D
ILMN_3230370,6.30e-04,0.11957343,NA,,
ILMN_1714805,6.30e-04,0.17285362,231569855,ZC3H14,zinc finger CCCH-type containing 14
ILMN_1701854,6.32e-04,-0.26759285,187608565,GNG5,G protein subunit gamma 5
ILMN_2295318,6.32e-04,-0.21324495,19718753,RGPD5,RANBP2-like and GRIP domain containing 5
ILMN_1684155,6.35e-04,0.22838996,NA,,
ILMN_3251207,6.36e-04,0.25774294,89145418,TMEM19,transmembrane protein 19
ILMN_1708890,6.36e-04,0.21016246,30474868,RASSF4,Ras association domain family member 4
ILMN_1807912,6.37e-04,0.27072936,NA,,
ILMN_1665538,6.38e-04,0.26717618,340805879,SKP2,S-phase kinase-associated protein 2, E3 ubiquitin protein ligase
ILMN_2404625,6.40e-04,0.4257615,62739154,LAT,linker for activation of T-cells
ILMN_1699082,6.45e-04,-0.2190045,419636326,MAPKAPK5,mitogen-activated protein kinase-activated protein kinase 5
ILMN_3211047,6.47e-04,-0.22440206,298676473,BASP1P1,brain abundant, membrane attached signal protein 1 pseudogene 1
ILMN_1720024,6.47e-04,-0.35958809,NA,,
ILMN_2042941,6.49e-04,0.22404256,685156918,TMEM159,transmembrane protein 159
ILMN_2366391,6.49e-04,0.36084329,320461708,PRDX1,peroxiredoxin 1
ILMN_1689712,6.49e-04,-0.18426213,NA,,
ILMN_1770831,6.50e-04,0.25241032,NA,,
ILMN_1748257,6.50e-04,0.1407176,168480085,TMEM240,transmembrane protein 240
ILMN_1720708,6.51e-04,-0.47365569,320089542,CSNK1D,casein kinase 1 delta
ILMN_1805098,6.51e-04,-0.28153321,260436978,PDE1B,phosphodiesterase 1B
ILMN_1801246,6.51e-04,0.55654412,150010588,IFITM1,interferon induced transmembrane protein 1
ILMN_1660778,6.51e-04,-0.21226586,170671715,ANKH,ANKH inorganic pyrophosphate transport regulator
ILMN_2312194,6.54e-04,0.21583813,318037579,CYB5A,cytochrome b5 type A
ILMN_2400250,6.54e-04,0.16737205,573459750,EEF2KMT,eukaryotic elongation factor 2 lysine methyltransferase
ILMN_1747078,6.54e-04,0.17516836,198278444,HYLS1,HYLS1, centriolar and ciliogenesis associated
ILMN_1793384,6.54e-04,-0.39594594,1013393040,JAK1,Janus kinase 1
ILMN_2038775,6.54e-04,-0.3006914,68299771,TUBB2A,tubulin beta 2A class IIa
ILMN_1683990,6.54e-04,0.16023344,241666478,RSG1,REM2 and RAB like small GTPase 1
ILMN_1752877,6.56e-04,-0.38108849,237757303,PHF1,PHD finger protein 1
